paper_id,pred_score,pred_decision,originality,importance,claims_supported,soundness,clarity,community_value,gt_avg_score,gt_decision,gt_binary,match,cost,sdk_savings,gt_score_0,gt_score_1,gt_score_2,gt_score_3,gt_score_4,gt_score_5,gt_score_6
8J3GTeQmwl,7.0,Accept,4,4,3,3,4,4,5.5,Accept (Poster),Accept,YES,0.007861,0.0,4.0,8.0,4.0,6.0,,,
ei1bRG971A,6.0,Accept,3,4,3,3,3,4,4.67,Accept (Poster),Accept,NO,0.025525,0.0,4.0,4.0,6.0,,,,
C6WWMryELL,5.0,Accept,3,4,3,3,3,4,5.5,Reject,Reject,NO,0.007103,0.0,6.0,4.0,6.0,6.0,,,
CTEXdHB1BB,5.5,Accept,3,4,3,3,3,4,5.0,Accept (Poster),Accept,YES,0.009787,0.0,6.0,4.0,2.0,8.0,,,
b6qQmQ2F13,6.5,Accept,3,5,3,3,3,4,5.0,Accept (Poster),Accept,YES,0.006913,0.0,2.0,6.0,6.0,6.0,,,
zNH3Sf404X,3.5,Reject,3,4,2,2,3,3,1.33,Reject,Reject,YES,0.019239,0.0,2.0,0.0,2.0,,,,
Pa6ak2B9jJ,5.0,Reject,3,4,2,3,3,4,5.33,Accept (Poster),Accept,YES,0.008913,0.0,6.0,6.0,4.0,,,,
JEYWpFGzvn,6.5,Accept,3,4,3,4,4,4,7.33,Accept (Oral),Accept,YES,0.021942,0.0,8.0,6.0,8.0,,,,
mkl9iIXIr2,6.5,Accept,4,4,3,4,4,3,5.33,Accept (Poster),Accept,YES,0.008498,0.0,4.0,6.0,6.0,,,,
7L7kmHHfgf,4.5,Reject,3,4,2,3,3,3,5.5,Accept (Poster),Accept,YES,0.010642,0.0,4.0,6.0,6.0,6.0,,,
yEpE0QPpf8,4.5,Reject,3,4,2,3,3,3,5.5,Accept (Poster),Accept,YES,0.026174,0.0,2.0,8.0,8.0,4.0,,,
VgVeQpagf7,7.0,Accept,4,4,3,4,3,4,4.67,Reject,Reject,,0.0,0.0,4.0,4.0,6.0,,,,
Bf4FeuW0Mr,8.0,Accept,4,4,4,4,4,4,7.0,Accept (Poster),Accept,YES,0.008203,0.0,6.0,6.0,8.0,8.0,,,
ocmGsqQWG2,5.5,Accept,3,4,2,3,3,4,2.0,Withdrawn (treated as Reject),Reject,YES,0.006221,0.0,2.0,2.0,2.0,2.0,,,
FkTEc3XEL6,2.5,Reject,2,3,1,1,2,2,0.5,Withdrawn (treated as Reject),Reject,YES,0.005794,0.0,0.0,0.0,2.0,0.0,,,
65Ai8mLfjI,6.5,Accept,3,4,3,4,4,4,5.5,Accept (Poster),Accept,YES,0.008508,0.0,4.0,8.0,6.0,4.0,,,
t33kMzEAg8,6.0,Accept,4,4,3,3,4,4,4.4,Accept (Poster),Accept,YES,0.008862,0.0,6.0,4.0,6.0,4.0,2.0,,
i9q9xDMjG7,5.0,Reject,3,4,2,3,3,4,6.5,Accept (Poster),Accept,NO,0.020529,0.0,8.0,6.0,6.0,6.0,,,
VjGU55hEwV,4.5,Reject,3,3,2,3,2,3,2.5,Reject,Reject,YES,0.008123,0.0,2.0,2.0,2.0,4.0,,,
0cbUKCyBsH,5.5,Accept,3,4,3,3,3,4,3.5,Reject,Reject,NO,0.008736,0.0,4.0,2.0,4.0,4.0,,,
piylyBPSau,6.5,Accept,4,4,3,3,3,4,4.0,Reject,Reject,NO,0.008919,0.0,2.0,4.0,4.0,6.0,,,
9wIVIjWn0F,4.5,Reject,3,3,2,2,3,3,5.5,Reject,Reject,NO,0.014502,0.0,8.0,2.0,6.0,6.0,,,
41JeFWdVFa,5.5,Accept,3,4,3,3,4,3,4.67,Reject,Reject,NO,0.01015,0.0,6.0,6.0,2.0,,,,
0xHWd4CUaX,3.5,Reject,3,4,2,2,2,2,2.0,Reject,Reject,YES,0.00587,0.0,0.0,2.0,4.0,2.0,,,
liDUSnwUVP,5.0,Reject,3,4,2,2,3,3,0.0,Reject,Reject,YES,0.007929,0.0,0.0,0.0,0.0,,,,
TjAhTNzRub,7.0,Accept,4,4,3,3,3,4,4.5,Reject,Reject,NO,0.014153,0.0,4.0,6.0,4.0,4.0,,,
CFuNu8dK4s,6.5,Accept,3,4,3,3,3,4,4.0,Reject,Reject,NO,0.006936,0.0,6.0,4.0,2.0,4.0,,,
6i1jVAYbHs,4.5,Reject,3,4,2,2,4,3,6.0,Accept (Poster),Accept,NO,0.008815,0.0,4.0,4.0,8.0,8.0,,,
x6bG2Hoqdf,6.5,Accept,4,4,3,3,4,4,5.5,Accept (Poster),Accept,YES,0.008535,0.0,8.0,2.0,8.0,4.0,,,
pI9n8wAR80,7.0,Accept,3,4,3,3,4,4,5.0,Accept (Poster),Accept,YES,0.010329,0.0,6.0,4.0,4.0,6.0,,,
SpUXijnBEg,5.5,Accept,3,3,3,3,3,3,3.5,Reject,Reject,NO,0.009221,0.0,4.0,2.0,6.0,2.0,,,
